"county","state","total_votes_12","dem12_frac","rep12_frac","total_population","registered_voters","reg_vote_frac","turnout","hs_diploma_degree","median_income","poverty_frac","caucasian_frac","gini_coefficient","median_age","adult_smoking","uninsured","unemployment","violent_crime","homicide_rate","infant_mortality","african_american_frac","latino_frac","bachelors_degree","graduate_degree","competitive_state_08","margin_state_08"
"Nelson","Kentucky",18533,0.410672853828306,0.575891652727567,42889.5,30531,0.711852551323751,0.607022370705185,0.838,"High",0.131,0.913,0.407,36.9,0.298,0.161,0.087,120.77,3.372,5.2,0.0495,0.0165,0.154,0.064,FALSE,0.162318226438626
"Nicholas","Kentucky",2581,0.367299496319256,0.613328167376986,7028,5384,0.766078542970973,0.479383358098068,0.757,"Low",0.22,0.972,0.412,38.7,0.298,0.189,0.094,75.37,14.722,16.3,0.0095,0.012,0.094,0.045,FALSE,0.162318226438626
"Ohio","Kentucky",9646,0.30966203607713,0.670744349989633,23670,16518,0.697845373891001,0.583969003511321,0.738,"Low",0.186,0.953,0.441,38.7,0.265,0.171,0.067,82.2,9.222,12.14,0.008,0.0265,0.094,0.038,FALSE,0.162318226438626
"Oldham","Kentucky",29884,0.309195556150448,0.675244277874448,58255,43714,0.750390524418505,0.683625383172439,0.896,"High",0.064,0.8975,0.427,38.1,0.143,0.108,0.066,89.35,2.022,4.26,0.0465,0.0295,0.37,0.144,FALSE,0.162318226438626
"Owen","Kentucky",4557,0.329383366249726,0.651964011411016,11068,7751,0.70030719190459,0.587924138820797,0.813,"High",0.1165,0.9585,0.39,39.2,0.335,0.164,0.072,36.03,13.198,16.06,0.0125,0.021,0.186,0.08,FALSE,0.162318226438626
"Owsley","Kentucky",1580,0.179113924050633,0.809493670886076,4701.5,3497,0.743805168563225,0.451815842150415,0.577,"Low",0.4135,0.989,0.499,40.3,0.405,0.192,0.109,168.486,11.352,15.22,0.0015,0.005,0.059,0.029,FALSE,0.162318226438626
"Pendleton","Kentucky",5534,0.335923382724973,0.642573183953741,14914,9994,0.670108622770551,0.553732239343606,0.779,"High",0.1895,0.973,0.402,38.3,0.279,0.167,0.086,58.04,12.41,10.06,0.0025,0.011,0.105,0.045,FALSE,0.162318226438626
"Perry","Kentucky",10241,0.199882823942974,0.785079582072063,28923.5,20496,0.708627932304182,0.499658469945355,0.687,"Medium",0.2755,0.961,0.539,39.7,0.329,0.178,0.12,102.41,7.94,7.2,0.015,0.007,0.119,0.047,FALSE,0.162318226438626
"Pike","Kentucky",23636,0.238872905737011,0.744203756980877,65274,47020,0.720348071207525,0.502679710761378,0.712,"Medium",0.2225,0.9755,0.466,39.9,0.309,0.18,0.091,41.01,6.11,7.4,0.004,0.0075,0.12,0.057,FALSE,0.162318226438626
"Powell","Kentucky",4481,0.361526444989958,0.61727293014952,13101,9318,0.711243416533089,0.480897188237819,0.708,"Medium",0.259,0.9725,0.444,38.6,0.445,0.188,0.101,71.32,13.98,15.76,0.012,0.007,0.104,0.05,FALSE,0.162318226438626
"Pulaski","Kentucky",26003,0.191362535092105,0.796600392262431,61500,44422,0.722308943089431,0.585363108369727,0.761,"Low",0.205,0.954,0.497,40.7,0.273,0.181,0.094,112.23,2.79,6.7,0.012,0.017,0.145,0.066,FALSE,0.162318226438626
"Robertson","Kentucky",935,0.363636363636364,0.619251336898396,2258,1720,0.761736049601417,0.543604651162791,0.696,"Low",0.2495,0.989,0.452,37.4,0.326,0.2,0.085,273.094,12.798,14.8,5e-04,0.005,0.074,0.018,FALSE,0.162318226438626
"Rockcastle","Kentucky",6216,0.176480051480051,0.808880308880309,16808,11737,0.698298429319372,0.52960722501491,0.685,"Low",0.2995,0.98,0.503,40,0.276,0.193,0.091,88.55,10.86,10.24,0.004,0.0065,0.116,0.049,FALSE,0.162318226438626
"Rowan","Kentucky",7665,0.44853228962818,0.526418786692759,22941,13501,0.588509655202476,0.567735723279757,0.765,"Low",0.286,0.947,0.489,31.9,0.251,0.201,0.073,99.04,12.262,8.82,0.011,0.0135,0.247,0.136,FALSE,0.162318226438626
"Russell","Kentucky",7909,0.182703249462637,0.802377038816538,17346,13226,0.762481263691917,0.597988809919855,0.723,"Medium",0.236,0.959,0.493,41.1,0.309,0.196,0.086,72.13,9.12,10.82,0.008,0.0235,0.127,0.063,FALSE,0.162318226438626
"Scott","Kentucky",20573,0.366110922082341,0.616293199825013,45023.5,32848,0.7295745555099,0.626309059912323,0.865,"High",0.126,0.8915,0.416,35,0.152,0.13,0.069,301.16,3.31,6.56,0.051,0.0325,0.263,0.107,FALSE,0.162318226438626
"Shelby","Kentucky",18663,0.355462680169319,0.631731232920752,41198,28231,0.685251711248119,0.661081789522156,0.831,"High",0.117,0.8115,0.434,38,0.27,0.168,0.066,139.31,2.938,6.2,0.0765,0.0895,0.232,0.092,FALSE,0.162318226438626
"Simpson","Kentucky",7093,0.373607782320598,0.613985619624982,17164,12349,0.719470985784199,0.574378492185602,0.811,"Medium",0.145,0.8635,0.411,37.8,0.301,0.163,0.08,186.94,9.412,10.12,0.0965,0.0105,0.156,0.047,FALSE,0.162318226438626
"Spencer","Kentucky",8431,0.30233661487368,0.67916024196418,16884,12560,0.743899549869699,0.671257961783439,0.837,"High",0.0885,0.9525,0.366,38.3,0.321,0.146,0.076,34.36,9.382,8.8,0.022,0.0125,0.166,0.061,FALSE,0.162318226438626
"Taylor","Kentucky",10950,0.3,0.68958904109589,24307.5,17476,0.718955055024169,0.626573586633097,0.737,"Low",0.218,0.9175,0.437,40.7,0.227,0.191,0.078,159.33,6.53,12.02,0.0485,0.016,0.149,0.071,FALSE,0.162318226438626
"Todd","Kentucky",4718,0.297371767698177,0.688215345485375,12251.5,7911,0.645716850997837,0.596384780685122,0.728,"Medium",0.1965,0.8715,0.433,36.5,0.285,0.22,0.079,65.15,11.366,13.08,0.0825,0.0335,0.1,0.044,FALSE,0.162318226438626
"Trigg","Kentucky",6742,0.313705132008306,0.670424206466924,13785,10706,0.776641276750091,0.629740332523818,0.826,"Medium",0.142,0.881,0.465,43.7,0.264,0.193,0.087,87.46,11.31,14.04,0.083,0.0115,0.158,0.075,FALSE,0.162318226438626
"Trimble","Kentucky",3543,0.382444256279989,0.602032176121931,8869.5,6656,0.750436890467332,0.532301682692308,0.79,"High",0.1755,0.9585,0.407,38.5,0.2246,0.164,0.082,22.38,11.72,16.7,0.0025,0.021,0.131,0.049,FALSE,0.162318226438626
"Union","Kentucky",5979,0.324803478842616,0.661481853152701,15082.5,9987,0.662158130283441,0.598678281766296,0.825,"Medium",0.1955,0.835,0.394,37.6,0.209,0.175,0.07,82.03,19.61,14.56,0.1315,0.015,0.124,0.037,FALSE,0.162318226438626
"Warren","Kentucky",43903,0.382775664533175,0.600961209940095,109143,71375,0.653958568117057,0.615103327495622,0.847,"Low",0.182,0.8295,0.461,32.6,0.254,0.193,0.069,213.32,3.07,7.9,0.0885,0.0425,0.275,0.108,FALSE,0.162318226438626
"Washington","Kentucky",5219,0.319793063805327,0.669668518873347,11541,8342,0.722814314184213,0.6256293454807,0.806,"Medium",0.1555,0.8895,0.417,39.4,0.21,0.169,0.086,56.81,12.79,15.64,0.0685,0.029,0.128,0.052,FALSE,0.162318226438626
"Wayne","Kentucky",7210,0.257281553398058,0.733564493758669,20694,14040,0.678457523919977,0.513532763532764,0.672,"Low",0.254,0.9435,0.486,40.1,0.289,0.194,0.124,91.08,10.736,14.14,0.016,0.028,0.09,0.042,FALSE,0.162318226438626
"Webster","Kentucky",5470,0.322669104204753,0.659414990859232,13725,9301,0.677668488160291,0.588108805504784,0.744,"Medium",0.165,0.8975,0.417,40.3,0.273,0.185,0.077,44.2,14.266,14.9,0.045,0.045,0.085,0.034,FALSE,0.162318226438626
"Whitley","Kentucky",13072,0.205247858017136,0.782741738066095,36947,26178,0.708528432619698,0.49935059974024,0.702,"Low",0.2895,0.9685,0.481,37.3,0.285,0.175,0.095,97.54,7.13,11.3,0.006,0.009,0.119,0.059,FALSE,0.162318226438626
"Wolfe","Kentucky",2559,0.381398983978116,0.602579132473622,7217.5,5575,0.772428126082438,0.459013452914798,0.572,"Low",0.4205,0.99,0.474,40.4,0.375,0.174,0.128,34.22,11.84,16.4,5e-04,0.003,0.076,0.029,FALSE,0.162318226438626
"Woodford","Kentucky",12332,0.395961725591956,0.585387609471294,24710.5,18347,0.742477894012667,0.672153485583474,0.884,"High",0.11,0.8675,0.418,40.8,0.14,0.163,0.058,121.72,7.266,10.56,0.0505,0.062,0.331,0.128,FALSE,0.162318226438626
"Adair","Missouri",10126,0.416650207386925,0.558068338929488,25204,15866,0.629503253451833,0.63822009328123,0.881,"Low",0.2725,0.93,0.479,28.5,0.263,0.184,0.06,413.12,5.866,9.12,0.015,0.02,0.255,0.119,TRUE,0.00133426546173687
"Andrew","Missouri",8306,0.318926077534313,0.656994943414399,17061,12358,0.724342066701835,0.672115229001457,0.896,"High",0.0835,0.961,0.396,41,0.215,0.145,0.05,56.19,10.05,8.44,0.0055,0.0155,0.205,0.065,TRUE,0.00133426546173687
"Atchison","Missouri",2709,0.27906976744186,0.702104097452935,5881.5,4197,0.713593471053303,0.645461043602573,0.859,"Medium",0.1335,0.9655,0.44,45.8,0.254,0.158,0.058,74.79,12.298,8.9,0.004,0.01,0.21,0.048,TRUE,0.00133426546173687
"Audrain","Missouri",9952,0.35560691318328,0.621583601286174,25641.5,16745,0.653042918706004,0.594326664676023,0.812,"Medium",0.164,0.887,0.398,38.3,0.29,0.184,0.064,163.16,6.174,9.1,0.0695,0.0195,0.14,0.046,TRUE,0.00133426546173687
"Barry","Missouri",13806,0.265609155439664,0.712154135882949,35751,20671,0.578193616961763,0.667892216148227,0.797,"Low",0.174,0.8845,0.431,40.3,0.309,0.204,0.063,304.87,5.22,7.1,0.0015,0.0795,0.124,0.037,TRUE,0.00133426546173687
"Barton","Missouri",5746,0.214061956143404,0.768882701009398,12548.5,8712,0.694266246961788,0.659550045913682,0.848,"Low",0.152,0.949,0.405,39.7,0.2132,0.192,0.084,168.54,12.908,15.54,0.0025,0.0165,0.132,0.052,TRUE,0.00133426546173687
"Bates","Missouri",7771,0.329043881096384,0.645991506884571,16977.5,11942,0.703401560889412,0.650728521185731,0.831,"Low",0.1725,0.9555,0.406,40.7,0.259,0.18,0.082,315.32,9.1,9.32,0.0075,0.0165,0.117,0.037,TRUE,0.00133426546173687
"Benton","Missouri",9157,0.319427760183466,0.662771650103746,18757,13827,0.737164791811057,0.662255008317061,0.805,"Low",0.1815,0.962,0.44,50.6,0.206,0.206,0.08,315.93,8.76,12.6,0.002,0.011,0.125,0.047,TRUE,0.00133426546173687
"Bollinger","Missouri",5456,0.222324046920821,0.750549853372434,12200,8597,0.704672131147541,0.634639990694428,0.751,"Medium",0.186,0.971,0.442,41.9,0.245,0.197,0.07,176.85,11.29,15.86,0.003,0.008,0.101,0.042,TRUE,0.00133426546173687
"Boone","Missouri",79422,0.501712371886883,0.470952632771776,157239,125340,0.797130482895465,0.633652465294399,0.919,"Low",0.1835,0.822,0.466,29.5,0.182,0.145,0.046,423.05,2.95,5.9,0.085,0.0275,0.452,0.202,TRUE,0.00133426546173687
"Buchanan","Missouri",35106,0.444197573064433,0.531533071269868,88838.5,55091,0.620125283520095,0.637236572216878,0.862,"Medium",0.142,0.88,0.433,37.1,0.268,0.163,0.056,406.31,4.56,7.1,0.0435,0.043,0.194,0.064,TRUE,0.00133426546173687
"Butler","Missouri",16889,0.25833382675114,0.725205755225295,42043.5,30010,0.713784532686384,0.562779073642119,0.762,"Medium",0.21,0.9025,0.453,40.4,0.34,0.179,0.073,456.79,4.74,11.4,0.0505,0.0155,0.141,0.057,TRUE,0.00133426546173687
"Caldwell","Missouri",4167,0.314854811615071,0.652987760979122,9308,6191,0.665126772668672,0.673073816830884,0.858,"High",0.1575,0.9625,0.421,41.2,0.197,0.189,0.074,284.08,12.862,8.88,0.0035,0.0135,0.118,0.037,TRUE,0.00133426546173687
"Callaway","Missouri",18232,0.332985958753839,0.644197016235191,43762,28236,0.645217311823043,0.645700524153563,0.851,"Medium",0.1085,0.908,0.404,37.2,0.298,0.143,0.061,265.58,3.63,9.2,0.0445,0.015,0.204,0.069,TRUE,0.00133426546173687
"Camden","Missouri",21945,0.294281157439052,0.687719298245614,42076,30825,0.73260290902177,0.711922141119221,0.902,"Low",0.117,0.956,0.434,47.8,0.309,0.189,0.09,169.33,3.53,7.28,0.0045,0.019,0.21,0.076,TRUE,0.00133426546173687
"Cape Girardeau","Missouri",35716,0.272370926195543,0.710325904356591,74147.5,52942,0.714009238342493,0.674625061387934,0.858,"Low",0.146,0.8895,0.429,36.3,0.201,0.146,0.059,453.46,2.53,7,0.0635,0.017,0.269,0.092,TRUE,0.00133426546173687
"Carroll","Missouri",4304,0.268122676579926,0.713754646840149,9555.5,6461,0.676155093924965,0.666150750657793,0.841,"High",0.1395,0.956,0.504,42,0.209,0.162,0.08,88.26,13.386,8.98,0.019,0.012,0.179,0.061,TRUE,0.00133426546173687
"Carter","Missouri",2799,0.269381922115041,0.706680957484816,6079.5,4519,0.743317707048277,0.619384819650365,0.757,"Low",0.226,0.9525,0.424,41.5,0.298,0.223,0.08,113.9,11.774,16.48,5e-04,0.014,0.111,0.051,TRUE,0.00133426546173687
"Cass","Missouri",48913,0.348455420849263,0.631979228425981,98340.5,73160,0.743945780222797,0.668575724439584,0.916,"High",0.0765,0.9005,0.368,37.4,0.226,0.133,0.068,151.05,3.73,6.6,0.032,0.0375,0.214,0.066,TRUE,0.00133426546173687
"Cedar","Missouri",6045,0.254259718775848,0.723904052936311,13886,8567,0.616952326083825,0.705614567526555,0.831,"Low",0.1895,0.9565,0.404,44.5,0.2654,0.203,0.069,252.05,11.668,9.06,5e-04,0.0155,0.119,0.038,TRUE,0.00133426546173687
"Chariton","Missouri",3821,0.350431824129809,0.628631248364303,7804,5706,0.731163505894413,0.669645986680687,0.847,"High",0.1475,0.957,0.393,45.1,0.122,0.165,0.063,313.74,12.638,8.84,0.024,0.006,0.142,0.05,TRUE,0.00133426546173687
"Christian","Missouri",37964,0.258481719523759,0.723659256137393,74986.5,54473,0.726437425403239,0.696932425238191,0.917,"High",0.09,0.9455,0.391,36,0.209,0.169,0.058,243.02,2.192,5.4,0.007,0.0235,0.269,0.073,TRUE,0.00133426546173687
"Clark","Missouri",3225,0.433488372093023,0.536434108527132,7158.5,5025,0.701962701683314,0.641791044776119,0.843,"Low",0.129,0.9785,0.406,42.3,0.234,0.198,0.072,191.04,11.472,15.74,0.002,0.0045,0.129,0.029,TRUE,0.00133426546173687
"Clay","Missouri",105589,0.448058036348483,0.532167176505128,219767.5,156560,0.712389229526659,0.674431527848748,0.914,"High",0.0765,0.8545,0.388,36,0.21,0.13,0.064,755.07,3.19,5.6,0.0405,0.054,0.302,0.096,TRUE,0.00133426546173687
"Clinton","Missouri",9861,0.373998580265693,0.601460298144204,20776.5,14371,0.691694943806705,0.686173543942662,0.902,"High",0.0835,0.948,0.373,40.8,0.197,0.157,0.078,273.77,9.268,13.16,0.0095,0.022,0.176,0.064,TRUE,0.00133426546173687
"Cole","Missouri",37062,0.323916680157574,0.660784631158599,74863.5,53233,0.711067476139908,0.696222268141942,0.889,"High",0.0955,0.8415,0.405,36.8,0.18,0.125,0.053,386.01,3.85,6.9,0.1045,0.0215,0.305,0.1,TRUE,0.00133426546173687
"Cooper","Missouri",7511,0.329383570762881,0.650645719611237,17486,11433,0.653837355598765,0.656957928802589,0.827,"Medium",0.134,0.888,0.397,37.7,0.316,0.162,0.068,134.23,10.094,10.52,0.0655,0.014,0.157,0.046,TRUE,0.00133426546173687
"Crawford","Missouri",9579,0.308069735880572,0.6716776281449,24260.5,16161,0.666144555965458,0.592723222572861,0.777,"Low",0.157,0.963,0.395,39.7,0.399,0.182,0.079,212.37,5.684,9.12,0.0025,0.0155,0.108,0.033,TRUE,0.00133426546173687
"Dade","Missouri",3896,0.241016427104723,0.743069815195072,7693,5889,0.765501104900559,0.661572423161827,0.82,"Low",0.189,0.9515,0.411,45.1,0.3072,0.211,0.072,120.89,11.662,15.32,0.0025,0.015,0.091,0.027,TRUE,0.00133426546173687
"Dallas","Missouri",7279,0.291523560928699,0.685808490177222,16678,11159,0.669085022184914,0.652298593063895,0.795,"Medium",0.165,0.955,0.418,41.4,0.27,0.196,0.08,235.21,10.12,9.04,0.001,0.016,0.107,0.022,TRUE,0.00133426546173687
"Daviess","Missouri",3521,0.319511502414087,0.650383413802897,8247,5294,0.641930398932945,0.665092557612391,0.84,"Medium",0.1435,0.9745,0.433,40,0.189,0.218,0.07,100.81,13.978,8.94,0.0025,0.011,0.144,0.044,TRUE,0.00133426546173687
"Dent","Missouri",6643,0.238597019418937,0.735059461086858,15346.5,9691,0.631479490437559,0.685481374471159,0.76,"Low",0.1835,0.9585,0.392,42.6,0.351,0.192,0.076,184.55,12.558,9.56,0.008,0.01,0.112,0.036,TRUE,0.00133426546173687
"Douglas","Missouri",6557,0.260789995424737,0.709013268262925,13577,10235,0.753848420122266,0.640644846116268,0.793,"Low",0.2145,0.97,0.423,42.9,0.264,0.211,0.082,291,10.918,16.5,0.001,0.0075,0.102,0.034,TRUE,0.00133426546173687
"Dunklin","Missouri",10651,0.341376396582481,0.643132100272275,31740.5,19107,0.601975394212442,0.557439681792013,0.675,"Low",0.236,0.837,0.456,39.2,0.311,0.181,0.085,355.73,4.43,11.6,0.094,0.049,0.101,0.044,TRUE,0.00133426546173687
"Franklin","Missouri",46755,0.349631055502085,0.628724200620254,100679,69646,0.691762929707287,0.671323550526951,0.85,"High",0.1055,0.962,0.408,38.5,0.271,0.151,0.08,190.53,2.72,5.7,0.0095,0.0125,0.165,0.061,TRUE,0.00133426546173687
"Gasconade","Missouri",7134,0.294224838800112,0.686150827025512,15274.5,10728,0.702347049003241,0.664988814317673,0.819,"Medium",0.116,0.9725,0.398,44,0.264,0.188,0.073,227.33,12.638,10.38,0.0015,0.0095,0.141,0.051,TRUE,0.00133426546173687
"Gentry","Missouri",2999,0.31243747915972,0.662887629209737,6493.5,4847,0.746438746438746,0.618733237053848,0.825,"Low",0.1545,0.9765,0.405,42.4,0.194,0.21,0.051,15.29,12.964,8.72,0.004,0.0065,0.12,0.039,TRUE,0.00133426546173687
"Greene","Missouri",125848,0.367260504735872,0.611054605555909,269030.5,197420,0.73382014306928,0.637463276263803,0.886,"Low",0.157,0.903,0.458,35.6,0.205,0.173,0.059,543.48,3.55,7,0.027,0.028,0.275,0.097,TRUE,0.00133426546173687
"Grundy","Missouri",4374,0.277091906721536,0.692729766803841,10174.5,6849,0.673153471915082,0.638633377135348,0.837,"Low",0.1415,0.9545,0.397,42.7,0.244,0.174,0.064,150.07,12.53,8.48,0.003,0.016,0.128,0.043,TRUE,0.00133426546173687
"Harrison","Missouri",3695,0.266305818673884,0.710148849797023,8853.5,5579,0.630146269836788,0.662305072593655,0.846,"Low",0.1685,0.967,0.423,43.5,0.305,0.189,0.066,145.58,12.096,16.44,0.002,0.0155,0.076,0.021,TRUE,0.00133426546173687
"Henry","Missouri",10123,0.356218512298726,0.61533142349106,22283,15924,0.714625499259525,0.635707108766641,0.837,"Medium",0.1645,0.953,0.442,43.3,0.265,0.182,0.074,336.76,8.728,8.54,0.011,0.0155,0.151,0.05,TRUE,0.00133426546173687
"Hickory","Missouri",4680,0.370299145299145,0.605769230769231,9324.5,6717,0.720360341037053,0.696739615899955,0.789,"Low",0.1545,0.91,0.443,51.9,0.296,0.245,0.124,24.69,12.09,16.88,0.0025,0.006,0.081,0.02,TRUE,0.00133426546173687
"Holt","Missouri",2310,0.238528138528139,0.746753246753247,4924.5,3575,0.725962026601685,0.646153846153846,0.887,"Medium",0.142,0.9745,0.392,45.4,0.2042,0.192,0.05,129.23,9.992,9.12,0.001,0.007,0.163,0.055,TRUE,0.00133426546173687
"Howard","Missouri",4867,0.354016848161085,0.619889048695295,10001.5,7887,0.788581712743089,0.617091416254596,0.856,"Low",0.155,0.9075,0.458,39,0.36,0.162,0.061,128.77,11.318,9.08,0.055,0.012,0.216,0.075,TRUE,0.00133426546173687
"Howell","Missouri",16346,0.268873118805824,0.70622782332069,39480.5,26780,0.678309545218526,0.610380881254668,0.824,"Low",0.2,0.952,0.414,39,0.266,0.189,0.07,302.12,5.08,6.4,0.005,0.0165,0.141,0.062,TRUE,0.00133426546173687
"Iron","Missouri",4031,0.414041180848425,0.558670305135202,10356.5,7034,0.679186984019698,0.573073642308786,0.752,"Low",0.2305,0.953,0.443,41.9,0.413,0.194,0.079,211.94,12.726,8.52,0.0185,0.0115,0.091,0.029,TRUE,0.00133426546173687
"Jackson","Missouri",311577,0.590393385904608,0.393828812781431,681904.5,470170,0.689495376551995,0.662690090818215,0.873,"High",0.153,0.647,0.449,36.1,0.219,0.18,0.077,806.85,16.71,8.4,0.2295,0.08,0.269,0.1,TRUE,0.00133426546173687
"Jasper","Missouri",45218,0.283272148259543,0.693285859613428,116080,174764,1.50554789800138,0.258737497425099,0.813,"Low",0.1865,0.8715,0.444,35.1,0.203,0.204,0.059,402.9,4.16,5,0.017,0.063,0.186,0.059,TRUE,0.00133426546173687
"Jefferson","Missouri",97611,0.425812664556249,0.552990953888394,217059.5,148011,0.681891370799251,0.659484768023998,0.855,"High",0.094,0.954,0.378,37.1,0.276,0.131,0.074,261.94,2.4,6.3,0.0095,0.015,0.161,0.055,TRUE,0.00133426546173687
"Johnson","Missouri",21021,0.36473050758765,0.607154750011893,52296,33167,0.634216766100658,0.633792625199747,0.907,"Low",0.16,0.8815,0.404,29.6,0.179,0.161,0.069,150.82,2.53,5.6,0.041,0.033,0.241,0.098,TRUE,0.00133426546173687
"Knox","Missouri",1957,0.356668369954011,0.615738375063873,4085.5,2879,0.704687308774936,0.679749913164293,0.863,"Low",0.189,0.976,0.467,44.1,0.2384,0.242,0.049,130.5,13.01,9.12,0.0025,0.006,0.139,0.073,TRUE,0.00133426546173687
"Laclede","Missouri",15362,0.266436661892983,0.711756281734149,35308.5,23368,0.661823640199952,0.657394727832934,0.811,"Low",0.16,0.9485,0.443,38.5,0.259,0.184,0.09,594.17,7.36,9.5,0.008,0.0185,0.13,0.036,TRUE,0.00133426546173687
"Lafayette","Missouri",15795,0.358024691358025,0.620639442861665,33061,24041,0.727170986963492,0.657002620523273,0.85,"High",0.1085,0.9355,0.389,40.2,0.232,0.151,0.074,126.86,6.286,7.2,0.0215,0.0185,0.159,0.05,TRUE,0.00133426546173687
"Lawrence","Missouri",15755,0.254966677245319,0.724912726118693,37992.5,24058,0.633230242811081,0.654875717017208,0.805,"Low",0.167,0.914,0.421,38.6,0.273,0.201,0.06,376.43,3.834,7.5,0.0035,0.058,0.133,0.043,TRUE,0.00133426546173687
"Lewis","Missouri",4279,0.352418789436784,0.625613461089039,10081,6661,0.660747941672453,0.642396036631136,0.844,"Low",0.166,0.9415,0.402,39.2,0.231,0.174,0.056,72.49,10.854,8.02,0.031,0.0115,0.13,0.035,TRUE,0.00133426546173687
"Lincoln","Missouri",22652,0.341426805580081,0.632703514038495,51746,35200,0.680245816101728,0.643522727272727,0.831,"High",0.106,0.941,0.371,35.1,0.341,0.155,0.083,211.43,3.01,6.3,0.0175,0.019,0.119,0.04,TRUE,0.00133426546173687
"Linn","Missouri",5550,0.367747747747748,0.602522522522522,12763,8878,0.695604481704928,0.625140797476909,0.879,"Medium",0.152,0.9595,0.465,42.6,0.263,0.161,0.083,184.08,11.372,8.98,0.0105,0.014,0.143,0.067,TRUE,0.00133426546173687
"Livingston","Missouri",6054,0.314833168153287,0.661711265279154,14669,9596,0.654168654986707,0.630887869945811,0.851,"Medium",0.215,0.945,0.42,41.3,0.199,0.165,0.065,228.56,12.872,8.96,0.0255,0.013,0.19,0.062,TRUE,0.00133426546173687
"Macon","Missouri",7160,0.322486033519553,0.656564245810056,15511,10737,0.692218425633421,0.66685293843718,0.821,"Low",0.157,0.947,0.408,42,0.183,0.178,0.064,190.18,9.868,9.3,0.023,0.011,0.15,0.044,TRUE,0.00133426546173687
"Madison","Missouri",4930,0.32210953346856,0.654563894523327,12226,7621,0.623343693767381,0.646896732712242,0.756,"Low",0.1845,0.966,0.407,40.1,0.385,0.193,0.071,160.21,11.8,9.54,0.0025,0.0155,0.107,0.034,TRUE,0.00133426546173687
"Maries","Missouri",4538,0.286249449096518,0.697443807844866,9065,6602,0.728295642581357,0.687367464404726,0.796,"Medium",0.1375,0.974,0.394,41.9,0.2188,0.208,0.062,276.39,12.18,9.12,0.007,0.0085,0.142,0.053,TRUE,0.00133426546173687
"Marion","Missouri",12158,0.331551241980589,0.651669682513571,28511,19274,0.676019781838589,0.630797966172045,0.839,"Medium",0.164,0.9135,0.435,38.6,0.237,0.155,0.06,299.28,6.254,8.18,0.046,0.0135,0.169,0.071,TRUE,0.00133426546173687
"Mercer","Missouri",1655,0.213293051359517,0.758308157099698,3629.5,2565,0.706708913073426,0.645224171539961,0.873,"Medium",0.151,0.978,0.415,43.9,0.279,0.212,0.048,207.54,11.032,16.28,0.0035,0.006,0.142,0.055,TRUE,0.00133426546173687
"Miller","Missouri",11019,0.24058444504946,0.735003176331791,24739.5,17652,0.713514824470988,0.624235214140041,0.826,"Low",0.1565,0.962,0.402,40.2,0.276,0.202,0.088,373.63,7.594,9.06,0.0055,0.013,0.119,0.029,TRUE,0.00133426546173687
"Mississippi","Missouri",4920,0.377642276422764,0.609146341463415,13928,8667,0.622271682940839,0.56767047421253,0.662,"Low",0.2775,0.748,0.459,38.9,0.242,0.194,0.084,456.38,14.25,10.3,0.215,0.017,0.105,0.029,TRUE,0.00133426546173687
"Moniteau","Missouri",6443,0.249573180195561,0.730094676392985,15344,9454,0.616136600625652,0.681510471757986,0.804,"Medium",0.11,0.905,0.388,36.8,0.1972,0.194,0.065,127.09,12.502,8.42,0.0345,0.0375,0.171,0.048,TRUE,0.00133426546173687
"Monroe","Missouri",4057,0.34458959822529,0.631994084298743,8990.5,5965,0.663478115788888,0.680134115674769,0.846,"Medium",0.124,0.939,0.376,43.2,0.256,0.194,0.082,305.1,12.922,16.38,0.029,0.0095,0.119,0.047,TRUE,0.00133426546173687
"Montgomery","Missouri",5327,0.326637882485451,0.655152994180589,12060,8281,0.68665008291874,0.643279797125951,0.783,"Medium",0.142,0.949,0.399,42.2,0.281,0.197,0.08,126.78,11.08,15.72,0.0195,0.012,0.122,0.038,TRUE,0.00133426546173687
"Morgan","Missouri",8688,0.319175874769797,0.659875690607735,20586.5,12838,0.623612561630195,0.676740925377785,0.787,"Medium",0.163,0.957,0.417,46.2,0.35,0.222,0.088,250.65,7.738,10.9,0.0045,0.0145,0.118,0.03,TRUE,0.00133426546173687
"New Madrid","Missouri",7250,0.388137931034483,0.590896551724138,18339.5,13109,0.714795932277325,0.553055152948356,0.732,"Low",0.2175,0.818,0.471,39.8,0.267,0.167,0.077,248.71,8.31,11,0.152,0.012,0.122,0.044,TRUE,0.00133426546173687
"Newton","Missouri",25083,0.256149583383168,0.72483355260535,56904,40138,0.705363419091804,0.624919029348747,0.849,"Medium",0.1585,0.8875,0.439,38.4,0.176,0.195,0.062,233.59,3.51,7.4,0.0065,0.0395,0.183,0.069,TRUE,0.00133426546173687
"Nodaway","Missouri",8976,0.353386809269162,0.623106060606061,22714,13700,0.603152240908691,0.655182481751825,0.884,"Low",0.229,0.94,0.454,28.3,0.147,0.151,0.055,207.55,11.158,8.86,0.0215,0.015,0.237,0.093,TRUE,0.00133426546173687
"Oregon","Missouri",4421,0.320968106763176,0.652793485636734,10601,7356,0.693896802188473,0.601005981511691,0.768,"Low",0.2495,0.9425,0.452,45,0.228,0.221,0.069,180.92,12.14,14.4,0.002,0.0095,0.102,0.031,TRUE,0.00133426546173687
