"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Venezuela, RB","South America",72.44,2000,27.76,87.98,4785.15,11.0124174313421,13.2,55.72,0.11,91.1,96.97,2.36,77,88.3,84,53.17,10.39,22.32,3.36
"Morocco","Africa",70.41,2011,72.89,58.19,3066.5,11.008167230647,8.9,12.69,0.24,84,129.87,2.09,99,74.7,99,57.54,11.12,114.02,46.11
"Lebanon","Asia",77.6,2006,396.58,86.7,5372.48,9.84150629215159,8.4,13.35,0.03,92.9,98.8,3.09,78,81.8,69,47.19,16.7,27.12,15
"Tunisia","Africa",73,2002,62.75,64.2,2373.84,9.58317140068827,15.3,5.59,0.28,91.1,74.28,2.8,96,83.4,94,37.95,11.78,5.89,5.25
"Mauritius","Africa",72.57,2008,612.87,41,7749.32,8.8616194252506,7.2,18.88,0.06,99.6,96.62,1.78,99,92.4,98,55.57,29.72,84.47,21.81
"Iran, Islamic Rep.","Asia",71.15,2004,42.57,66.87,2649.91,11.3254109681724,10.3,6.4,0.24,94.9,94.33,2.05,99,82.8,96,54.14,23.57,7.32,7.49
"Guatemala","North America",70.12,2007,128.76,48.02,2472.39,10.3013733433822,2.5,35.94,0.11,88.7,120.18,2.52,85,59.5,86,55.13,10.61,89.33,7.3
"Morocco","Africa",69.27,2006,68.77,55.64,2107.9,10.5386265759736,9.7,12.22,0.26,81.4,109.86,1.71,97,69.9,95,58,4.17,52.66,19.77
"Morocco","Africa",68.52,2002,66.18,53.99,1352.32,10.060873706852,11.6,11.55,0.28,79.3,83.8,1.38,94,66,94,60.51,3.85,21.15,2.37
"Morocco","Africa",68.33,2001,65.54,53.66,1275.46,9.98920505115938,12.5,11.37,0.29,78.8,77.46,1.43,96,65,96,51.83,4.11,16.44,1.37
"Fiji","Oceania",68.32,2004,44.79,49.48,3332.91,7.71070708549686,4.7,54.4,0.21,92.5,97.3,2.89,95,80.8,88,12.76,12.82,17.36,7.41
"Philippines","Asia",66.94,2001,266.98,47.68,958.01,10.9358604967085,11,23.6,0.06,87.4,87.71,1.32,79,64.5,81,43.85,4.18,15.33,2.52
"Tajikistan","Asia",66.6,2008,51.83,26.48,711.5,8.77427429375814,11.3,2.93,0.1,67.6,108.96,1.37,86,93,86,72.3,3.94,50.49,8.78
"Tajikistan","Asia",64.51,2002,45.77,26.43,190.6,6.98232457328186,12.4,2.93,0.12,61.5,83.84,0.91,85,91.1,89,78.92,3.71,0.21,0.06
"Namibia","Africa",57.32,2006,2.49,37.61,3884.65,8.37475597368102,21.7,9.22,0.4,83.9,101.79,3.13,86,30.3,63,3.24,6.63,29.66,4.4
"Mauritius","Africa",72.28,2004,601.48,41.83,5229.87,8.31066336471905,8.5,19.18,0.07,99.4,104.12,2.35,98,91.9,98,36.58,29.27,45.32,13.69
"Egypt, Arab Rep.","Africa",70.23,2009,80.81,43.04,2349.29,11.8762691930557,9.4,0.07,0.04,98.1,116.65,2.06,97,94.4,95,57.36,13.43,72.1,20
"Uzbekistan","Asia",67.53,2007,63.16,36.4,830.41,9.5139248285958,11,7.73,0.16,87.5,110.35,2.3,96,99.9,98,56.86,6.83,21.34,7.49
"Philippines","Asia",67.35,2004,283.72,46.87,1080.09,11.1283581195726,11.9,23.69,0.06,88.3,97.47,1.3,88,66.4,92,46.89,4.08,39.1,5.24
"Senegal","Africa",59.9,2004,56.96,40.94,732.32,8.73680732164494,9.1,45.28,0.27,70.4,94.22,2.12,87,42.1,57,55.49,2.23,10.22,4.39
"Benin","Africa",56.63,2004,70.26,39.64,570.69,8.11010877293242,1.3,43.11,0.35,69.4,103.35,2.18,72,14,63,52.07,0.92,5.8,1.18
"Cameroon","Africa",53.26,2009,42.47,50.93,1164.72,9.77483282107522,4.5,42.6,0.3,71,131.42,1.35,80,44.4,74,69.56,2.17,39.81,3.84
"Swaziland","Africa",45.75,2004,63.65,22.17,2211.09,7.46541486909534,22.9,31.19,0.16,59.2,96.58,3.72,86,53.7,93,15.44,4.07,13.24,3.23
"Lebanon","Asia",78.08,2007,399.36,86.82,6015.8,9.96858544844446,9,13.36,0.03,94.1,100.11,2.9,80,81.6,74,47.14,16.85,30.44,18.74
"Venezuela, RB","South America",74,2009,32.38,88.73,11534.84,12.241153937705,7.8,53.9,0.09,92.5,108.28,2.5,84,92.6,87,50.97,24.02,98.39,32.7
"Iran, Islamic Rep.","Asia",71.83,2006,43.55,68.24,3646.84,11.6421433176436,11.6,6.57,0.24,95.2,102.68,2.35,98,84.8,99,51.79,31.88,21.68,8.76
"Azerbaijan","Asia",70.29,2009,108.29,53.19,4950.29,9.81667070207953,5.7,11.89,0.21,81.9,122.63,1.34,81,80,85,68.5,15.59,86.32,27.4
"Panama","North America",75.49,2002,42.3,62.79,3902.53,8.97274286369182,13.5,65.01,0.17,90.3,96.73,5.54,99,67.9,95,25.27,12.17,16.54,8.52
"Iran, Islamic Rep.","Asia",72.81,2009,45.05,70.05,5437.82,12.1707648987288,12,6.57,0.21,95.6,107.04,3.01,99,87.6,99,51.17,35.09,71.46,13.8
"Peru","South America",71.75,2003,21.05,74.25,2191.37,10.632105636029,6.1,59.2,0.14,81.4,93.65,2.75,94,65.8,95,32.38,6.79,10.82,11.6
"Jamaica","North America",71.22,2004,243.23,52.63,3853.61,8.9360048369318,11.4,31.35,0.05,93.6,103.42,2.72,98,81,86,27.56,15.87,68.93,10
"Philippines","Asia",68.07,2009,307.35,45.52,1836.87,11.7416681120516,7.5,23.1,0.06,89.8,112.8,1.55,87,69.8,88,53.3,4.46,82.26,9
"Philippines","Asia",67.63,2006,293.77,46.33,1395.21,11.4204088894174,8,23.57,0.06,88.9,102.24,1.45,88,67.8,92,53.96,4.16,49.07,5.74
"Tajikistan","Asia",65.3,2004,47.63,26.42,311.42,7.47470411428435,12.1,2.93,0.12,63.6,102.14,0.94,86,91.7,92,79.51,4.1,2.03,0.08
"Colombia","South America",71.52,2002,37.47,72.68,2355.73,11.1314698581362,15.8,55.12,0.05,90.1,90.49,4.55,81,75.6,93,11.03,18.84,11.15,4.6
"Paraguay","South America",70.62,2002,13.87,56.6,1148.23,8.21373397851329,10.7,47.85,0.58,77.1,87.15,2.39,87,71.6,86,56.4,4.9,29.92,1.79
"El Salvador","North America",69.95,2002,283.51,60.01,2435.47,9.44068989778072,6.2,15.58,0.12,83.4,92.64,3.58,81,64.2,93,49.83,11.11,14.79,1.9
"Mexico","North America",76.23,2008,59.14,77.23,9578.57,13.5108495693889,3.5,34.33,0.21,93,105.34,2.74,96,80.9,96,49.24,17.82,65.5,21.71
"Uruguay","South America",76.12,2007,19.08,93.78,7009.68,9.7045999331153,9.2,9.17,0.44,98.4,101.03,4.33,94,94.9,96,13.64,28.91,89.99,34
"Uruguay","South America",75.92,2006,19.03,93.55,5877.88,9.53453106973196,10.6,8.93,0.42,98.1,106.08,4.42,95,94.7,94,14.63,29.63,69.97,29.4
"Colombia","South America",72.94,2008,40.47,74.46,5433.71,11.9502217429921,11.1,53.41,0.04,90.8,110.69,4.7,92,78.4,95,21.39,17.56,91.61,25.6
"El Salvador","North America",71.4,2009,290.61,63.77,3431.28,9.846239722934,7.3,14.06,0.11,89.3,114.09,4.13,91,70.2,91,34.73,17.78,122.36,12.11
"El Salvador","North America",70.96,2007,288.92,62.72,3358.42,9.87638867220424,6.3,14.49,0.11,87.7,105.89,3.74,99,68.5,99,36.23,17.64,100.24,6.11
"Bolivia","South America",63.32,2001,7.84,62.31,958.24,8.72092392744769,5.4,55.22,0.37,79.5,82.54,3.74,71,38.6,88,31.69,6.05,9,2.12
"Belize","North America",71.76,2004,12.1,46.58,3831.61,6.66890146521228,10.5,62.48,0.25,89.9,99.56,2.51,97,85.3,97,34.09,12.72,28.3,9.8
"Egypt, Arab Rep.","Africa",69.11,2003,72.58,42.94,1147.78,11.0113852645868,10.4,0.06,0.04,96.6,92.58,2.15,98,87.7,98,60.81,12.58,8.35,4.04
"Bolivia","South America",64.02,2003,8.13,63.26,917.36,8.65513434672946,5.4,54.72,0.4,81.2,94.22,3.35,88,40.4,96,31.59,6.77,14.18,3.51
"Botswana","Africa",46.3,2007,3.41,55.54,5666.64,8.32419564854504,18.5,20.66,0.09,95.5,99.16,3.32,96,58,95,5.2,7.15,60.14,5.28
"Cuba","North America",78.14,2007,106.01,76.32,5193.48,10.3188600862866,1.8,26.22,0.32,92.7,93.5,9.88,93,90.2,97,5.15,9.34,1.75,11.69
"Malaysia","Asia",73.2,2002,74.27,63.86,4132.67,10.7230587719631,3.5,64.86,0.04,94.8,84.39,1.96,94,92.1,94,31.34,19.13,37.08,32.34
"Indonesia","Asia",69.42,2007,128.23,47.53,1860.62,12.5097311007081,9.1,53.26,0.09,82.6,108.86,1.13,73,54.1,76,49.11,8.46,40.43,5.79
"Indonesia","Asia",68.24,2003,121.61,44.35,1065.66,11.8376064572964,9.5,54.36,0.1,80,91.81,1.02,71,50.2,74,44.41,3.69,8.48,2.39
"Ghana","Africa",60.03,2008,101.59,49.35,1234.08,10.1165844043539,4.3,40.16,0.19,80.7,112.26,3.22,93,13,86,22.2,0.62,50.07,4.27
"Mexico","North America",75.98,2007,58.2,76.92,9219.82,13.4664081697155,3.4,34.39,0.21,92.5,104.77,2.62,98,80.1,96,50.85,17.61,58.63,20.81
"Philippines","Asia",67.92,2008,302.84,45.79,1929.13,11.771388205304,7.3,23.25,0.06,89.5,112.98,1.33,91,69.1,92,56.11,4.51,75.37,6.22
"Pakistan","Asia",65.78,2008,211.57,35.82,1042.8,11.844023141627,5,2.3,0.18,90.1,113.17,0.87,62,51.2,67,65.57,2.64,52.7,7
"Panama","North America",75.84,2004,43.86,63.38,4348.66,9.11304722739612,11.7,64.55,0.17,91,96.8,5.69,95,69,97,24.16,12.86,38.14,11.14
"Jamaica","North America",70.78,2002,241.48,52.25,3706.78,8.88163906333106,14.3,31.41,0.05,93.5,101.7,2.79,99,80.9,86,26.33,16.55,47.4,6.1
"Indonesia","Asia",67.91,2002,119.99,43.57,900.13,11.7540105402527,9.1,54.53,0.09,79.3,86.09,0.85,70,49.2,72,44.68,3.6,5.44,2.13
"Tajikistan","Asia",66.82,2009,52.98,26.5,671.54,8.59059977479721,11.5,2.93,0.1,68.6,118.37,1.48,93,93.4,89,67.79,4.66,65.79,10.07
"Tajikistan","Asia",66.34,2007,50.72,26.47,523.95,8.37203793121397,11.7,2.93,0.11,66.6,102.87,1.18,86,92.7,85,73.04,4.12,29.99,7.2
"Argentina","South America",74.56,2004,14.15,89.9,4696.07,11.6958899816878,12.6,11.15,0.79,97.1,92.69,3.52,93,92.8,99,31.07,22.87,35.27,16.04
"Mexico","North America",75.74,2006,57.3,76.62,8666.34,13.3831108586589,3.2,34.45,0.21,92,103.44,2.57,98,79.4,96,51.3,17.71,49.41,19.52
"Peru","South America",72.1,2004,21.31,74.64,2445.45,10.7233220080882,5.2,59.1,0.14,81.8,92.98,2.58,86,66.7,85,35.93,8,14.93,14.1
"Yemen, Rep.","Asia",61.53,2005,38.84,28.94,817.08,9.28326085362778,16.1,1.04,0.06,56.5,97.87,1.55,85,47.3,76,64.78,4.48,11.31,1.05
"Botswana","Africa",46.73,2005,3.29,55.07,5327.85,8.1847508239539,22,21.07,0.13,95.3,101.37,4.09,96,56.3,93,6.25,7.27,30.06,3.26
"Algeria","Africa",70.62,2010,15.13,67.53,4473.49,10.9210193869246,10,0.81,0.21,85.7,124.89,3.3,95,86.6,95,30.64,7.89,88.44,12.5
"Indonesia","Asia",70.39,2011,135.14,50.71,3647.63,13.113201071378,6.6,51.75,0.1,85.1,127.42,1.09,81,57.9,80,47.39,15.84,102.46,12.28
"Morocco","Africa",69.07,2005,68.08,55.13,1931.76,10.4399446650834,11,12.1,0.27,80.8,93.26,1.44,98,68.9,97,59.73,4.45,41.14,15.08
"Philippines","Asia",67.49,2005,288.9,46.6,1196.54,11.2556891799131,7.7,23.72,0.06,88.6,100.29,1.5,89,67.1,92,51.93,3.92,40.52,5.4
"Lesotho","Africa",43.66,2005,63.43,22.25,710.52,7.34642947684734,36.4,1.42,0.17,79.9,101.76,3.31,89,26.2,83,32.73,2.49,12.97,2.58
"Mauritius","Africa",72.97,2010,615.96,40.58,7772.1,8.87575954551052,7.7,18.92,0.06,99.7,98.53,2.52,99,92.7,99,47.19,31.5,96.77,28.33
"Cuba","North America",76.67,2000,103.51,75.32,2749.46,9.8286292989917,5.4,22.67,0.32,90.6,123.49,5.51,95,86.7,94,9.17,4.39,0.06,0.54
"Morocco","Africa",70.17,2010,71.94,57.68,2857.67,10.9109628747525,9.1,12.71,0.24,83.5,126.1,2.07,99,73.8,98,57.16,11.85,101.07,52
"Paraguay","South America",70.08,2000,13.35,55.33,1545.63,8.5754375709375,7.6,48.75,0.57,73.4,79.12,3.23,86,68.5,92,52.07,5.29,15.34,0.75
"Mauritius","Africa",71.66,2000,584.67,42.67,3861.04,7.92417727779425,7.8,20.64,0.08,99.2,94.9,1.97,88,91.4,84,35.78,23.7,15.19,7.28
"Paraguay","South America",71.33,2005,14.59,57.35,1507.15,8.58887364810844,5.8,46.5,0.6,82.1,97.53,2.18,96,75.8,91,53.31,5.42,31.96,7.91
"Indonesia","Asia",68.85,2005,124.89,45.94,1263.48,12.0958803087363,11.2,54.02,0.1,81.3,98.05,0.8,72,52.1,77,54.62,6.02,20.9,3.6
"Kenya","Africa",54.7,2005,62.11,21.68,530.08,9.51576633633492,9.5,7.11,0.15,56,103.32,1.85,76,28,69,44.65,0.8,12.89,3.1
"Peru","South America",72.42,2005,21.57,75.03,2714.48,10.80744797766,5.2,59.01,0.14,82.3,99.87,2.72,77,67.6,77,34.14,8.67,20.14,17.1
"Mexico","North America",75.49,2005,56.46,76.31,7893.97,13.2933522444939,3.5,34.51,0.21,91.4,98.49,2.64,98,78.6,96,51.69,17.62,42.56,17.21
"Morocco","Africa",68.14,2000,64.87,53.34,1265.4,10.0322149243087,13.6,11.19,0.3,78.3,72.39,1.23,95,64,93,54.05,4.96,8.16,0.69
"Panama","North America",76.95,2010,48.7,65.12,7958.58,9.79462647260177,6.5,63.21,0.16,93.1,107.94,5.65,94,72.3,97,24.91,14.66,180.7,40.1
"Honduras","North America",72.85,2010,67.06,51.7,2110.82,9.42329943702499,4.8,46.4,0.14,88,108.16,4.22,95,77.4,98,47.24,8.84,124.72,11.09
"Cuba","North America",78.89,2011,106.38,76.69,6092.61,10.5042271865729,3.2,28.05,0.29,93.8,98.97,10.07,96,92.2,99,4.96,10.58,11.66,16.02
"Iran, Islamic Rep.","Asia",73.45,2011,46.17,71.2,7874.48,12.5104068361614,13.3,6.57,0.2,95.9,108.53,2.7,99,89.3,99,50.05,36.81,74.3,19
"Belize","North America",72.05,2005,12.42,46.31,3933.23,6.69658970442733,11,62.1,0.25,91.1,96.56,2.65,96,86,95,32.17,12.42,35.3,17
"Cuba","North America",77.71,2005,105.8,76.13,3786.88,10.0239514359513,1.9,25.34,0.33,92.1,93.75,7.43,89,89.2,98,8.04,7.58,1.2,9.74
"Malaysia","Asia",73.69,2005,78.52,66.59,5564.17,11.05757664749,3.5,63.58,0.04,95.7,100.28,1.69,96,93.4,96,38.08,16.89,75.63,48.63
"Iran, Islamic Rep.","Asia",69.61,2000,40.43,64.04,1664.26,10.9171626751873,12,5.73,0.23,94.1,77.84,1.91,99,78.9,99,56.16,14.39,1.46,0.93
"Costa Rica","North America",79.49,2011,90.1,72.87,8963.68,10.1994383447055,7.7,51.61,0.05,97.3,116.94,7.59,85,94.1,83,23.07,21.78,87.66,39.21
"Panama","North America",76.01,2005,44.65,63.67,4659.02,9.16922666824627,9.8,64.33,0.17,91.4,99.24,5.21,92,69.6,99,24.63,13.98,51.95,11.48
"Tunisia","Africa",72.6,2000,61.49,63.43,2247.91,9.47382631481952,15.7,5.39,0.3,89.9,84.4,2.96,97,81.9,95,36.14,10,1.25,2.75
"Senegal","Africa",60.55,2005,58.53,41.12,772.65,8.81859619981889,9.2,45.05,0.28,71.1,110.78,2.98,84,42.6,74,34.27,2.37,15.35,4.79
"Peru","South America",70.51,2000,20.25,73.04,1967.24,10.5104982460059,6.4,59.49,0.17,79.8,85.36,2.73,98,62.9,97,36.41,6.6,4.9,3.08
"Bolivia","South America",62.95,2000,7.7,61.83,1007,8.76609961166042,4.8,55.47,0.38,78.6,81.91,3.65,75,37.7,84,32.55,6.01,6.86,1.44
"Mexico","North America",74.51,2001,53.62,75.05,6952.29,13.1213832372238,2.5,34.83,0.22,89.2,92.56,2.44,97,75.5,95,52.49,13.08,20.65,7.04
"Tajikistan","Asia",64.13,2001,44.94,26.46,171.81,6.82304670305517,12,2.93,0.12,60.6,75.14,0.95,85,90.7,88,78.63,3.61,0.03,0.05
"Kenya","Africa",53.93,2004,60.51,21.31,467.38,9.34988750867356,9.6,6.94,0.15,55.2,88.95,1.8,73,27.8,73,45.49,0.86,7.31,3.02
"Lebanon","Asia",78.91,2009,408.77,87.06,8403.11,10.3070715591484,6.2,13.37,0.03,96.5,94.23,2.94,81,81.1,79,42.89,18.93,56.28,30.14
"Philippines","Asia",67.08,2002,272.64,47.41,1000.78,11.004109487179,11.5,23.63,0.06,87.7,90.87,1.12,79,65.1,82,46.78,4.09,19,4.33
"Senegal","Africa",62.19,2008,63.52,41.74,1094.58,9.29834850204237,9.4,44.42,0.3,73.3,128.84,2.53,88,44.1,77,37.09,1.94,44.03,7.12
"Ghana","Africa",60.35,2009,104.22,50.03,1095.5,9.94940597816112,2.2,40.29,0.19,81.9,121.59,3.67,94,13.3,93,18.92,1.13,63.77,5.44
"Morocco","Africa",69.94,2009,71.06,57.18,2883.85,10.9052019349624,9.1,12.59,0.25,83,121.62,2.05,99,72.9,98,56.08,11.24,80.93,41.3
"Azerbaijan","Asia",69.76,2007,103.85,52.79,3851.44,9.1605554131626,6.3,11.25,0.22,80.2,105.74,0.98,79,76.8,75,72.56,14.29,51.53,14.54
"Pakistan","Asia",65.96,2009,216.01,36.2,1009.8,11.7995858656931,5.2,2.24,0.18,90.3,115.25,0.8,71,53,57,64.32,3.61,55.46,7.5
"Morocco","Africa",69.49,2007,69.49,56.15,2510.98,10.7320304180971,9.8,12.34,0.26,81.9,93.15,1.9,95,70.9,95,57.1,7.81,65.31,21.5
"Tajikistan","Asia",64.9,2003,46.68,26.4,237.89,7.22926615046319,12.2,2.93,0.12,62.5,88.66,0.91,85,91.4,91,77.64,3.76,0.73,0.06
"Mexico","North America",74.75,2002,54.31,75.37,7023.79,13.1598300723975,2.9,34.75,0.22,89.7,92.45,2.46,97,76.3,96,53.27,14.03,24.29,11.9
"Colombia","South America",72.72,2007,40,74.17,4674.21,11.8052679358754,11.2,53.7,0.05,90.7,106.8,4.54,93,78,93,19.86,17.81,76.27,21.8
"Colombia","South America",72.5,2006,39.51,73.88,3709.08,11.5650271874917,11.7,53.98,0.04,90.6,103.6,4.54,93,77.5,95,18.48,17.93,67.89,15.34
"Colombia","South America",72.02,2004,38.51,73.28,2740.25,11.2684821762495,14.3,54.55,0.05,90.3,97.55,4.08,89,76.6,94,14.51,17.84,24.46,9.12
"El Salvador","North America",70.75,2006,288.01,62.19,3108.59,9.7645645081876,6.6,14.7,0.1,86.9,104.5,4.15,96,67.7,98,33.61,17.01,63.18,5.5
"Mexico","North America",75.24,2004,55.69,76,7115.12,13.1750725948995,3.7,34.59,0.21,90.9,98.06,2.7,98,77.8,96,51.91,16.52,35.15,14.1
"Mexico","North America",74.99,2003,54.99,75.68,6673.17,13.0955596865555,3,34.67,0.22,90.3,94.86,2.55,98,77.1,96,52.87,15.11,27.85,12.9
"Azerbaijan","Asia",69.37,2006,102.67,52.59,2473.09,8.79839430776833,6.6,10.93,0.22,79.3,105.61,0.86,78,75.3,69,78.43,13.58,38.36,11.99
"Mexico","North America",76.46,2009,60.09,77.53,7647.68,13.2951149711628,5.2,34.27,0.2,93.6,105.09,3.1,95,81.6,96,47.84,16.75,71.46,26.34
"Morocco","Africa",68.88,2004,67.43,54.64,1867.33,10.3903544443555,10.8,11.92,0.27,80.3,96.88,1.43,97,67.9,95,59.07,4.38,31.27,11.61
"Kyrgyz Republic","Asia",68.71,2001,25.78,35.3,308.41,6.8963100312974,7.8,4.49,0.27,79.2,101.38,1.97,99,91.9,99,53.31,7.78,0.54,3
"Kyrgyz Republic","Asia",68.26,2003,26.29,35.29,380.51,7.3099416846817,9.9,4.51,0.27,80.7,100.93,2.06,98,92.1,99,57.73,7.91,2.76,3.91
"Kyrgyz Republic","Asia",68.15,2004,26.61,35.29,433.24,7.42757235818558,8.5,4.52,0.26,81.5,102.39,2.28,99,92.2,99,55.82,8.3,5.25,5.09
"Kyrgyz Republic","Asia",68.11,2002,26.02,35.3,321.73,6.9887083413878,12.5,4.5,0.27,80,96.02,2.15,98,92,98,55.04,7.89,1.06,3
"Armenia","Asia",73.76,2007,104.96,64.12,3080.97,8.79926958134718,28.4,11.65,0.15,96.7,120.68,2.1,88,89.5,92,49.45,20.89,62.76,6.02
"Armenia","Asia",73.55,2006,105.45,64.15,2126.62,8.40344201687322,28.6,11.65,0.15,96.1,108.57,2.05,87,89.5,92,52.65,20.11,41.95,5.63
"Georgia","Asia",73.25,2007,76.78,52.58,2318.13,8.91017672778232,13.3,40.19,0.11,94.6,89.39,1.45,98,91.2,97,70.8,12.56,58.74,8.26
"Georgia","Asia",73.09,2006,76.94,52.53,1761.12,8.70573204735544,13.6,40.04,0.11,93.8,78.12,1.77,88,91.8,96,72.22,12.44,38.32,7.53
"Kyrgyz Republic","Asia",67.85,2007,27.47,35.29,721.77,8.10974511853233,8.2,4.13,0.24,83.8,99.04,3.53,94,92.5,99,45.09,9.39,42.23,14.03
"Kyrgyz Republic","Asia",67.7,2006,27.21,35.29,543.11,7.89953189040231,8.3,4.33,0.25,83,99.29,3.28,92,92.4,97,48.14,9.03,24.83,12.31
"Kazakhstan","Asia",66.16,2006,5.67,54.52,5291.58,10.5130628886721,7.8,1.23,1.87,93.4,107.95,2.31,99,97.1,99,37.54,19.23,51.06,3.27
"Pakistan","Asia",65.6,2007,207.25,35.44,953.8,11.6844277034508,5.1,2.36,0.19,89.9,108.38,0.85,75,49.4,67,67.78,2.93,38.34,6.8
"El Salvador","North America",71.18,2008,289.78,63.25,3569.34,9.95688138923916,5.9,14.28,0.11,88.5,115.41,3.71,98,69.4,95,35.81,17.51,112.99,10.08
"Lebanon","Asia",79.56,2011,429,87.3,9132.43,10.4787770071504,6.2,13.39,0.03,99,92.17,2.74,81,80.7,79,45.26,19.09,77.19,52
"Mauritius","Africa",73.27,2011,616.95,40.37,8984.63,9.01940502276352,7.9,18.94,0.06,99.8,98.1,2.46,98,92.9,99,46.57,30.33,104.79,34.95
"Lebanon","Asia",79.25,2010,423.96,87.18,8763.8,10.4223801505938,6.2,13.38,0.03,97.7,94.67,2.71,81,80.9,79,44.35,19.3,65.97,43.68
"Iran, Islamic Rep.","Asia",73.13,2010,45.59,70.63,6299.92,12.282025122681,13.5,6.57,0.21,95.8,107.42,2.84,99,88.6,99,53.63,34.67,72.59,15.9
"Senegal","Africa",62.84,2010,67.3,42.23,998.12,9.2259193864817,9.1,44.01,0.3,74.8,154.55,2.37,89,45.1,81,37.73,2.64,64.43,8
"Sri Lanka","Asia",73.76,2010,329.34,18.32,2746.61,10.5829578798754,4.9,33.54,0.06,91.1,125.19,1.55,99,91.7,99,44.83,17.24,83.62,12
"El Salvador","North America",70.55,2005,287.03,61.65,2874.26,9.67222361998915,7.2,14.91,0.12,86,99.21,3.81,89,66.8,99,43.07,16,39.72,4.2
"Uruguay","South America",75.72,2005,19,93.32,5220.96,9.39731442245079,8.5,8.7,0.42,97.9,101.53,4.16,96,94.5,95,15.88,30.25,34.73,20.09
"El Salvador","North America",71.87,2011,292.24,64.79,3821.34,9.97955467572812,6.6,13.64,0.11,90.9,102.28,4.33,89,71.8,89,32.07,16.46,132.93,18.9
"El Salvador","North America",69.56,2000,280.49,58.91,2259.89,9.35439742496961,7,16.02,0.11,81.6,95.27,3.61,99,62.4,97,51.84,10.49,12.48,1.18
"Ghana","Africa",58.7,2005,94,47.31,501.72,9.06977055335687,3.8,39.79,0.19,77,99.86,2.92,84,12,83,22.8,1.5,13.44,1.83
"Bangladesh","Asia",67.49,2005,1098.03,26.81,485.85,10.8552390532082,4.3,11.18,0.06,79.8,102.85,1.11,93,50.7,88,59.92,0.75,6.29,0.24
"Paraguay","South America",72.03,2010,15.63,58.49,3225.59,9.54483994989928,5.7,42.66,0.67,90.3,153.02,3.06,89,82.7,94,59.72,5.62,91.66,19.8
"Uruguay","South America",76.62,2010,19.28,94.41,11938.28,10.2025449301817,7.2,9.89,0.6,98.9,120.35,5.43,95,95.5,95,17.99,28.53,131.59,46.4
"Panama","North America",75.12,2000,40.74,62.2,3836.73,8.84825079533595,13.5,65.47,0.18,89.5,96.5,5.28,98,66.8,97,25.95,14.05,13.43,6.55
"Tajikistan","Asia",65.68,2005,48.63,26.43,339.77,7.71966279526293,11.8,2.93,0.11,64.6,98.24,1.14,84,92.1,85,78.35,4.12,3.89,0.3
"Ghana","Africa",60.79,2011,109.56,51.39,1587.19,10.2195704755087,4.6,40.54,0.19,84.3,131.48,3.58,91,14,91,16.15,1.15,85.27,9
"Mauritius","Africa",72.43,2005,605.05,41.62,5116.04,8.37042949386297,9.6,18.82,0.07,99.5,98.5,2.21,97,92,98,42.66,29.48,54.16,15.17
"Tajikistan","Asia",67,2010,54.17,26.52,744.19,8.71535856937148,11.6,2.93,0.11,69.7,122.65,1.59,93,93.7,94,66.85,4.82,77.89,11.55
"Cuba","North America",78.72,2010,106.24,76.6,5688.67,10.3849410066436,2.5,27.55,0.3,93.5,94.09,10.06,96,91.7,99,4.81,10.31,8.89,15.9
"Kazakhstan","Asia",65.52,2000,5.51,55.73,1229,9.3406727782958,12.8,1.25,2.03,93.8,79.26,2.12,97,96.8,99,48.51,12.58,1.35,0.67
"Azerbaijan","Asia",70.45,2010,109.54,53.4,5842.81,9.89365991915532,5.6,12.2,0.21,82.8,120.91,1.17,81,81.6,89,69.18,16.57,100.06,46
"Chile","South America",79.31,2011,23.13,88.79,14582.17,11.9384178156695,7.1,22.23,0.07,98.5,115.76,3.36,94,98.3,91,33.31,19.45,128.93,52.25
"Armenia","Asia",73.29,2005,105.9,64.18,1625.41,8.18788324425442,27.8,11.66,0.15,95.5,102.19,1.91,90,89.4,94,61.65,19.72,10.55,5.25
"Georgia","Asia",72.91,2005,76.3,52.47,1469.93,8.3653116019219,13.8,39.9,0.11,93,119.49,1.65,82,92.5,90,76.83,12.74,26.24,6.08
"Kyrgyz Republic","Asia",67.96,2005,26.92,35.29,476.55,7.64012798037611,8.1,4.53,0.25,82.3,98.32,2.38,98,92.3,99,55.99,8.73,10.74,10.53
"Colombia","South America",72.26,2005,39.01,73.58,3386.03,11.4753250464304,12,54.26,0.05,90.5,98.85,4.32,93,77.1,96,17.01,17.78,50.6,11.01
"Colombia","South America",70.99,2000,36.42,72.08,2472.2,11.1429041386892,16.6,55.7,0.07,89.9,87.42,4.68,79,74.6,88,12.22,18.03,5.66,2.21
"Kyrgyz Republic","Asia",69.3,2010,28.4,35.3,880.04,8.30790569999234,8.6,3.53,0.23,86.1,107.42,3.71,96,92.8,99,38.66,9.17,98.9,16.3
"Colombia","South America",73.37,2010,41.39,75.04,6250.65,12.1016757765268,12,52.85,0.04,91,104.22,4.98,88,79.3,88,17.76,15.47,95.76,36.5
"Tajikistan","Asia",67.14,2011,55.4,26.53,841.22,8.924269001647,11.4,2.93,0.11,70.7,132.29,1.71,96,94,98,61.42,4.86,80.92,13.03
