"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Uzbekistan","Asia",67.35,2005,61.51,36.68,546.78,8.97626731056925,10.9,7.75,0.17,87.8,97.96,2.28,99,97.3,99,52.13,6.89,2.76,3.34
"Sweden","Europe",81.45,2010,22.85,85.06,52076.43,12.3318110200656,8.7,68.41,0.28,100,94.83,7.72,98,99.3,97,16.35,50.46,117.16,90
"Norway","Europe",81,2010,13.39,79.1,87646.27,12.1000161099289,3.6,33.13,0.17,100,101.57,7.98,93,98.1,93,14.49,33.68,114.48,93.39
"Sweden","Europe",79.64,2000,21.62,84.03,29283.01,11.709244597008,5.9,68.63,0.3,100,101.98,6.94,99,99.3,91,13.77,68.26,71.82,45.69
"Denmark","Europe",79.1,2010,130.75,86.8,57647.67,11.9397593589287,7.5,13.84,0.44,100,102,9.43,90,99.6,85,13.19,47.09,115.67,88.72
"Norway","Europe",78.63,2000,12.3,76.08,38146.72,11.1942844038065,3.4,33.16,0.2,100,98.82,6.95,90,98.1,88,16.72,53.46,71.78,52
"Denmark","Europe",76.59,2000,125.85,85.1,30743.56,11.2549295652888,4.5,13.8,0.43,100,98.45,7.3,97,99.6,99,14.67,71.84,63.01,39.17
"Uzbekistan","Asia",67.86,2010,67.14,36.19,1377.08,9.77982671389103,10.9,7.7,0.15,87.3,133.01,2.75,99,100,98,45.63,6.81,75.45,20
"Niger","Africa",56.99,2010,12.86,17.56,351.01,8.34084018732177,5.1,0.95,0.93,54,144.21,2.29,70,9.5,67,59.63,0.52,23.08,0.83
"Egypt, Arab Rep.","Africa",70.45,2010,82.42,43.02,2668.04,12.0029277194602,9,0.07,0.04,98.3,108.21,1.87,97,94.7,96,59.21,12.32,90.5,21.6
"Guatemala","North America",71.33,2011,140.44,49.77,3166.58,10.61291744727,4.1,34.39,0.08,91.4,130.21,2.25,88,62.2,89,54.78,11.06,132.45,12.3
"Slovenia","Europe",79.97,2011,101.93,49.95,24983.69,10.2656675657368,8.2,61.93,0.08,99.5,92.25,6.67,96,99.1,96,11.76,42.74,105.17,67.34
"Poland","Europe",76.75,2011,124.3,60.78,13891.14,12.6919584206455,9.6,30.53,0.29,97.8,102.99,4.83,99,95,98,22.28,17.94,131.29,61.95
"Ukraine","Europe",70.81,2011,78.9,68.88,3569.76,11.5991671958583,7.9,16.52,0.71,96.6,123.74,4.09,50,95.7,67,41.47,27.69,121.34,28.71
"Togo","Africa",55.81,2011,120.72,38.01,572.03,8.11529072954082,7,4.91,0.37,60.5,140.85,3.75,85,11.5,72,44.94,0.93,41.64,3.5
"Dominican Republic","North America",73.01,2011,207.52,74.93,5820.4,10.6959575333783,14.7,38.29,0.08,85.7,124.41,2.16,84,82.5,87,43.92,10.84,86.43,38
"Poland","Europe",76.25,2010,124.21,60.89,12597.46,12.5954021386267,9.6,30.46,0.28,97.6,102.05,5,99,94.3,98,22.11,20.07,122.92,62.32
"Argentina","South America",73.75,2000,13.54,89.14,7669.27,12.2103372889975,15,11.64,0.75,96.3,85.93,4.97,83,91.4,91,29.03,21.39,17.58,7.04
"Ecuador","South America",73.36,2000,50.85,60.3,1451.29,9.37891453150916,7.2,55.28,0.13,79.7,92.84,1.13,87,69.7,99,58.64,9.77,3.85,1.46
"Nicaragua","North America",73.8,2010,47.68,57.26,1523.48,8.9377977836671,8,25.88,0.27,85,120.15,4.19,98,64.7,99,39.57,4.44,68.05,10
"Guatemala","North America",71,2010,137.48,49.32,2805.95,10.4797615334134,3.7,34.73,0.08,90.7,129.26,2.67,94,61.6,93,52.32,10.45,125.98,10.5
"Bangladesh","Asia",69.89,2011,1178.5,31.23,838.55,11.4778517092904,4.5,11.06,0.05,84.2,132.08,1.2,95,56.8,89,61.32,0.64,55.19,4.5
"Benin","Africa",57.07,2005,72.56,39.98,587.08,8.21191182255106,1.3,42.67,0.33,70.3,101.28,2.35,70,14.5,61,47.72,0.93,7.29,1.27
"Cambodia","Asia",61.89,2000,69.1,18.59,299.56,8.08879512162356,2.5,65.41,0.3,41.6,74.5,1.29,59,16.3,65,77.29,0.25,1.07,0.05
"Malaysia","Asia",72.85,2000,71.29,61.98,4004.56,10.6222383939705,3,65.72,0.04,94.1,78,1.69,98,91.2,96,33.75,19.76,21.87,21.38
"Argentina","South America",75.84,2011,15.22,91.13,13392.92,12.7968026135518,7.2,10.34,0.93,98.4,115.86,4.19,92,95.2,95,21.29,23.87,149.09,51
"Peru","South America",74.21,2011,23.25,77.27,5731.35,11.5353501418839,3.9,58.32,0.14,85,133.25,2.62,91,72.9,96,38.41,10.98,109.61,36.01
"Paraguay","South America",72.11,2011,15.84,58.71,3983.5,9.77411948124948,4.3,41.84,0.68,91.9,161.52,3.61,89,84.1,93,55.81,5.61,99.33,24.76
"Ukraine","Europe",67.96,2005,81.3,67.79,1828.72,10.8180323611729,7.2,16.53,0.69,97.2,102.31,3.81,96,95.1,96,37.5,24.75,63.67,3.75
"Moldova","Europe",67.86,2005,125.15,45.31,831.21,7.94043785703497,7.3,11.04,0.51,86.2,98.94,4.18,98,73.9,97,44.66,24.67,28.93,14.63
"Poland","Europe",75,2005,124.59,61.45,7976.07,12.1632267814502,17.7,30.03,0.32,96.8,98.69,4.31,99,90.6,98,26.12,30.98,76.34,38.81
"Slovenia","Europe",79.42,2010,101.72,50.04,23438.87,10.2002242577936,7.2,61.92,0.08,99.5,94.68,6.73,96,99.1,95,12.23,44.34,103.3,70
"Poland","Europe",73.75,2000,124.91,61.72,4492.73,11.6026391042249,16.1,29.58,0.37,95.9,92.25,3.87,98,87,97,29.97,28.54,17.59,7.29
"Belarus","Europe",70.4,2010,46.77,74.62,5818.85,10.3324022245469,6.2,42.06,0.58,99.6,123.13,4.31,98,94.5,99,19.85,43.61,108.87,31.8
"Moldova","Europe",68.46,2010,124.17,44.89,1631.54,8.58297718662888,7.4,11.75,0.51,87.4,93.77,5.35,90,75.3,97,44.88,32.5,71.38,32.3
"Dominican Republic","North America",70.63,2000,177.21,61.75,2802.42,9.83436145788965,14.2,30.75,0.1,86.8,83.99,2.19,78,77.5,85,47.08,10.32,8.14,3.7
"Rwanda","Africa",62.21,2010,417.25,23.95,553.6,8.39682506729603,0.6,18.08,0.11,73.1,146.39,6.19,97,57.2,95,19.87,0.37,32.75,8
"Uzbekistan","Asia",66.94,2000,57.95,37.43,558.22,8.95300514069625,10.9,7.55,0.18,88.7,79,2.52,99,90.9,99,52.3,6.67,0.21,0.48
"Cabo Verde","Africa",73.86,2010,121.68,61.83,3393.93,6.95547820719115,9.3,21.11,0.1,88.9,113.69,3.45,99,64.2,97,25.94,14.76,76.27,30
"Benin","Africa",58.75,2010,84.34,41.85,732.95,8.54058740046983,1,40.45,0.27,74.5,123.51,2.57,76,17.3,68,41.05,1.4,74.4,3.13
"Uganda","Africa",57.3,2010,165.32,14.49,608.81,9.64204616208938,4.2,13.73,0.2,72.5,112.28,5.96,80,18,73,33.4,0.96,37.74,12.5
"Belarus","Europe",70.55,2011,46.69,75.05,6305.77,10.2950961004014,6.1,42.16,0.58,99.6,118.81,3.47,98,94.4,99,26.64,44.53,113.17,39.65
"Moldova","Europe",68.58,2011,124.1,44.86,1970.57,8.80291634644151,6.7,11.89,0.51,87.6,101.54,5.17,93,75.5,91,45.1,33.3,90.81,38
"Ecuador","South America",75.65,2010,60.13,62.69,4657.3,10.692220102305,5,52.11,0.08,84.9,122.68,2.45,91,80.7,95,48.11,13.9,98.53,29.03
"Guinea","Africa",52.75,2005,39.35,32.81,303.76,7.68139429711092,2,27.36,0.28,67.8,100.84,0.55,59,15.3,51,70.62,0.26,1.97,0.54
"Belize","North America",73.27,2010,14.1,44.96,4344.14,6.88676654854365,10.8,61,0.23,97.2,91.76,3.85,96,89.2,98,23.65,9.81,62.93,28.2
"Chile","South America",79.05,2010,22.88,88.59,12785.05,11.7630095589224,8.1,21.83,0.07,98.2,109.77,3.31,92,97.7,93,33.46,20.16,115.75,45
"Lao PDR","Asia",66.9,2010,27.13,33.12,1147.1,8.50187851817149,1.4,77.19,0.22,67.5,123.83,0.96,74,58.7,64,46.4,1.61,62.59,7
"Burkina Faso","Africa",55.01,2010,57.13,25.67,574.46,8.63820833152445,3.3,20.65,0.38,78.2,122.77,3.97,91,17.4,92,32.91,0.93,36.73,2.4
"Egypt, Arab Rep.","Africa",69.43,2005,75.28,43.03,1196.73,11.0693016875405,11.2,0.07,0.03,97.1,98.26,2.01,98,90,98,59.76,14.48,18.99,12.75
"Lao PDR","Asia",64.5,2005,24.89,27.39,476.16,7.70544263881601,1.4,73.09,0.2,56.8,100.98,0.73,49,43.4,41,62.49,1.57,11.36,0.85
"Mali","Africa",53.77,2010,12.43,36,610.79,8.64230927443941,8.1,4.19,0.41,66.9,153.19,2.83,73,22.4,78,58.64,0.82,53.2,2
"Kazakhstan","Asia",65.91,2005,5.61,54.72,3771.28,10.2427922026558,8.1,1.24,1.89,93.5,99.42,2.52,98,97.1,99,37.49,17.98,35.83,2.96
"Ecuador","South America",75.92,2011,61.11,62.89,5223.38,10.7925542504748,4.2,51.79,0.08,85.4,123.72,2.6,88,81.7,94,46.62,14.5,100.57,31.37
"Argentina","South America",75.66,2010,15.06,90.97,11198.64,12.6162414406045,7.7,10.45,0.92,98.2,115.66,4.17,94,94.9,98,21.9,24.56,141.38,45
"Bolivia","South America",66.63,2011,9.3,66.86,2377.7,9.58511256831697,2.7,51.62,0.4,87.7,122.51,3.52,95,47.5,96,25.82,8.51,80.91,30
"Georgia","Asia",71.63,2000,77.3,52.64,692,7.82141054105461,10.8,39.73,0.18,89.3,97.13,1.18,80,95.7,73,82.51,10.72,4.11,0.48
"Cambodia","Asia",70.64,2010,81.37,19.81,782.69,9.12563614963908,0.4,57.18,0.28,64.2,147,1.31,92,33.6,93,61.65,2.5,56.74,1.26
"Moldova","Europe",66.9,2000,126.74,45.8,354,7.07166673845983,8.5,9.85,0.5,85.1,84.91,3.23,95,72.7,89,42.88,14.21,3.38,1.28
"Lebanon","Asia",75.97,2003,361.82,86.35,5425.67,9.74301535059121,8.5,13.13,0.04,89.3,95.83,3.44,74,82.4,53,48.25,18.97,21.56,8
"Venezuela, RB","South America",73.83,2008,31.88,88.69,11224.65,11.9986731289091,6.9,53.95,0.1,92.4,108.64,2.39,50,92.1,93,52.18,22.82,97.49,25.88
"Algeria","Africa",70.47,2009,14.86,66.82,3875.82,10.8500257814859,10.2,0.77,0.21,86.2,119.29,3.65,95,86.4,92,28.42,7.08,89.96,11.23
"Algeria","Africa",69.49,2003,13.6,62.28,2094.89,10.2209717228734,23.7,0.65,0.23,88.5,88.41,2.8,87,84.7,84,21.15,6.3,4.38,2.2
"Algeria","Africa",69.12,2001,13.26,60.71,1732.96,10.082875226368,27.3,0.66,0.24,89.2,74.41,2.97,89,84,83,21.67,5.85,0.31,0.65
"Egypt, Arab Rep.","Africa",68.95,2002,71.23,42.89,1238.93,11.0791238433212,10.2,0.06,0.04,96.4,87.32,2.47,97,86.6,97,58.77,11.41,6.58,2.72
"Egypt, Arab Rep.","Africa",68.79,2001,69.92,42.84,1402.76,11.2048961849654,9.4,0.06,0.04,96.1,82.26,2.34,99,85.5,97,58.32,9.96,4.16,0.84
"Cambodia","Asia",67.98,2006,76.62,19.29,537.85,8.68697140841322,0.9,60.07,0.28,55.1,113.85,0.94,80,26.6,78,76.78,0.19,12.7,0.47
"Uzbekistan","Asia",67.63,2008,64.18,36.31,1023.12,9.43756757382797,11,7.72,0.16,87.3,117.42,2.53,98,100,98,53.87,6.84,45.79,9.08
"Cambodia","Asia",64.97,2003,73.09,18.94,361.07,8.28011297436315,2.4,62.64,0.29,48.4,85.94,2.35,69,21.5,65,64.39,0.24,3.85,0.26
"Venezuela, RB","South America",73.07,2004,29.83,88.52,4273.37,10.9213323848527,15,54.42,0.1,91.8,90.67,2.31,86,90.3,80,53.34,12.74,32.07,8.4
"Venezuela, RB","South America",72.73,2002,28.8,88.44,3657.19,10.8144692162151,16.2,55.07,0.1,91.5,99.25,2.22,65,89.3,83,56.23,11.22,25.82,4.91
"Paraguay","South America",70.87,2003,14.12,56.89,1174.78,8.26529773722961,7.9,47.4,0.58,78.8,97.58,2.07,86,73,91,56.13,4.94,31.16,2.11
"Paraguay","South America",70.35,2001,13.61,55.97,1417.26,8.50586527212369,7.6,48.3,0.57,75.3,87.58,2.65,89,70.1,90,55.33,5.29,21.06,1.1
"El Salvador","North America",69.75,2001,282.08,59.46,2363.27,9.41279946729755,7,15.8,0.12,82.5,90.19,3.55,92,63.3,95,50.79,10.86,14.33,1.5
"Cuba","North America",77.49,2004,105.64,76.04,3398.62,9.95257767171456,1.9,24.85,0.33,91.8,116.75,5.47,88,88.7,99,10.91,6.81,0.67,8.41
"Cuba","North America",76.87,2001,103.83,75.56,2841.18,9.86168069820062,4.1,23.16,0.34,90.9,119.35,5.67,98,87.2,96,9.56,5.14,0.08,1.08
"Yemen, Rep.","Asia",61.12,2003,36.7,27.85,607.92,8.97426861032361,14.3,1.04,0.06,57.9,93.24,2.18,66,44.1,66,54.25,3.64,3.54,0.6
"Algeria","Africa",70.01,2006,14.17,64.59,3467.54,10.5215172515592,12.3,0.68,0.22,87.4,103.01,2.33,95,85.6,91,29.12,8.23,60.85,7.38
"Panama","North America",76.18,2006,45.45,63.96,5072.22,9.25393611609383,8.7,64.1,0.16,91.7,103.95,4.72,88,70.1,95,26.26,14.24,63.42,17.35
"Paraguay","South America",71.11,2004,14.36,57.12,1408.53,8.50690848466568,7.4,46.95,0.59,80.5,94.03,2.16,92,74.4,91,54.1,5.24,30.19,3.45
"Uruguay","South America",76.46,2009,19.21,94.21,9415.15,9.95695201323538,7.3,9.65,0.65,98.7,109.99,5.41,95,95.3,94,18.57,28.38,122.35,41.8
"Lebanon","Asia",78.52,2008,401.7,86.94,7015.61,10.1523409549757,7.2,13.37,0.03,95.3,104.05,2.76,81,81.3,79,46.11,17.92,34.09,22.53
"Cuba","North America",77.93,2006,105.94,76.23,4677.71,10.2897460556915,1.9,25.78,0.32,92.4,89.5,7.08,89,89.7,96,7.69,8.51,1.35,11.16
"Cuba","North America",77.28,2003,105.4,75.95,3201.25,9.95148216224077,2.3,24.36,0.33,91.5,115.98,5.65,72,88.3,99,10.55,6.44,0.31,5.24
"Mauritius","Africa",72.88,2009,614.5,40.79,7082.3,8.78503167573296,7.3,18.9,0.06,99.7,100.7,2.17,99,92.6,99,51.32,30.58,88.58,22.51
"Tunisia","Africa",72.85,2001,62.12,63.82,2286.5,9.51024642620059,15.1,5.49,0.29,90.5,72.63,2.83,98,82.7,92,37.2,10.94,4.03,4.3
"Mauritius","Africa",72.57,2007,610.66,41.2,6285.79,8.5966769736893,8.5,18.86,0.07,99.6,92.28,1.87,97,92.3,98,49.14,29.57,76.12,20.22
"Iran, Islamic Rep.","Asia",72.16,2007,44.04,68.86,4705.39,11.9282806380892,10.6,6.57,0.24,95.4,107.2,2.28,99,85.7,97,53.49,33.19,41.46,9.47
"Mauritius","Africa",71.97,2002,593.41,42.25,3957.51,7.97476337502325,7.2,19.91,0.07,99.3,95.13,2.18,88,91.6,84,36.3,26.51,28.99,10.25
"Mauritius","Africa",71.77,2001,589.3,42.46,3792.19,7.90258358638652,6.8,20.28,0.08,99.3,108.04,2,92,91.5,90,35.64,25.72,22.84,8.78
"Iran, Islamic Rep.","Asia",70.78,2003,42.08,66.17,2240.81,11.205679528716,12.2,6.23,0.24,94.7,93.47,2.17,99,81.8,99,51.4,22.38,5.03,6.93
"Nicaragua","North America",70.59,2002,42.98,55.22,1010.15,8.44699173273907,5.6,30.53,0.39,80.1,85.35,3,85,56.5,98,45.43,3.27,4.52,1.71
"Azerbaijan","Asia",70.06,2008,106.06,52.99,5574.6,9.60917890609313,5.9,11.57,0.21,81,112.57,0.82,81,78.4,79,71.75,14.76,73.76,17.08
"Algeria","Africa",69.66,2004,13.78,63.06,2600.01,10.4012364473555,20.1,0.65,0.23,88.1,97.92,2.57,86,85,81,26.09,7.43,14.59,4.63
"Egypt, Arab Rep.","Africa",69.26,2004,73.93,42.98,1071.32,10.9421019292142,10.7,0.07,0.04,96.9,95.66,2.01,97,88.8,97,60.9,13.41,10.83,11.92
"Morocco","Africa",68.7,2003,66.8,54.32,1650.28,10.2601905460815,11.9,11.74,0.3,79.8,96.25,1.39,91,66.9,90,59.97,4.12,24.88,3.35
"Uzbekistan","Asia",67.74,2009,65.27,36.24,1181.85,9.60410529913611,11,7.71,0.15,87.3,124.59,2.62,98,100,95,55.04,6.78,59.94,17.06
"Indonesia","Asia",67.59,2001,118.38,42.78,748.18,11.5125196826517,8.1,54.7,0.09,78.6,80.9,0.96,76,48.1,76,41.78,3.41,3.08,2.02
"Namibia","Africa",54.11,2002,2.38,33.77,1716.9,7.64300363556072,19.1,9.58,0.42,80.3,83.59,3.58,77,28.3,68,3.93,6.2,7.66,2.63
"Cameroon","Africa",52.86,2008,41.4,50.34,1191.71,9.77040006137277,4.2,43.06,0.3,70,121.23,1.03,84,44.2,80,75.3,1.3,31.44,3.4
"Nigeria","Africa",48.13,2004,149.36,38.21,645.76,11.0821437796462,7.7,12.63,0.26,56.6,95.78,1.41,33,32.6,37,64.17,0.76,6.73,1.29
"Botswana","Africa",46.25,2008,3.47,55.77,5561.9,8.58381204715646,21.9,20.45,0.14,95.7,107.86,3.72,96,58.9,95,3.86,7.36,76.84,6.25
"Algeria","Africa",70.17,2007,14.39,65.35,3939.56,10.6636541586188,13.8,0.71,0.22,87,93.26,2.71,95,85.8,92,28.09,8.74,78.53,9.45
"Botswana","Africa",46.45,2006,3.34,55.31,5342.14,8.27834445680507,17.6,20.86,0.11,95.4,97.79,3.48,96,57.2,94,5.89,6.96,43.41,4.29
"Iran, Islamic Rep.","Asia",70.4,2002,41.57,65.47,1900.05,11.0425827382374,12.8,6.06,0.24,94.5,89.81,2.25,99,80.8,99,53.47,19.03,3.37,4.63
"Indonesia","Asia",69.93,2009,131.63,49.12,2262.72,12.6297299672672,7.9,52.51,0.1,83.8,121.08,1.02,78,56,74,49,14.66,68.92,6.92
"Morocco","Africa",69.71,2008,70.25,56.67,2905.95,10.8960194368591,9.6,12.47,0.26,82.5,103.16,1.89,99,71.9,96,56.76,9.66,73.71,33.1
"Indonesia","Asia",69.15,2006,126.56,46.73,1590.18,12.3049447921736,10.3,53.64,0.09,81.9,106.26,0.91,72,53.1,79,52.34,6.51,28.02,4.76
"Pakistan","Asia",65.39,2006,203.05,35.08,876.95,11.5766456200877,6.1,2.41,0.19,89.7,103.33,0.85,78,47.6,71,68.97,3.26,21.45,6.5
"Senegal","Africa",61.17,2006,60.14,41.31,808.29,8.90979863399166,10,44.84,0.24,71.8,95,3.15,89,43.1,80,32.32,2.44,25.75,5.61
"Namibia","Africa",54.4,2001,2.35,32.9,1836.76,7.68516088396606,21.5,9.67,0.42,79.3,85.47,3.47,78,27.8,58,2.98,6.08,5.52,2.42
"Cuba","North America",77.07,2002,105.13,75.79,3003.29,9.88369802515414,3.3,23.87,0.34,91.2,118.53,5.72,99,87.7,98,11.86,5.94,0.16,3.77
"Yemen, Rep.","Asia",61.33,2004,37.75,28.39,696.05,9.12592562083382,14.2,1.04,0.07,57.2,96.35,1.85,78,45.7,76,60.46,4.07,7.53,0.88
"Panama","North America",76.55,2008,47.06,64.54,7112.4,9.54861099053877,5.6,63.66,0.15,92.4,109.99,4.67,86,71.2,96,25.81,14.75,110.18,33.82
"Panama","North America",75.3,2001,41.52,62.49,3825.05,8.89237777023387,14,65.24,0.18,89.9,95.85,5.18,99,67.4,95,27.1,12.25,15.25,7.27
"Malaysia","Asia",73.53,2004,77.1,65.69,4924.59,10.9130432833482,3.5,64.01,0.04,95.4,94.9,2.12,95,92.9,95,33.6,17.53,57.6,42.25
"Cabo Verde","Africa",72.71,2007,119.42,59.36,3145.65,6.8594784830167,9.4,20.89,0.1,86.9,107.18,3.39,98,58.1,95,20.11,14.84,31.47,8.28
"Mauritius","Africa",72.43,2006,607.88,41.41,5455.07,8.45355666336057,9.1,18.84,0.07,99.5,97.38,2.05,97,92.2,99,46.11,29.37,63.49,16.7
"Honduras","North America",72.23,2008,64.88,50.44,1899.55,9.30750428709648,3.1,48.55,0.14,86.6,110.05,3.73,93,74.7,95,52.65,11.28,84.82,9.6
"Peru","South America",71.37,2002,20.78,73.85,2046.38,10.5764912077007,5.7,59.3,0.14,80.9,90.09,2.85,95,64.8,95,35.01,6.2,8.63,8.97
"Peru","South America",70.95,2001,20.52,73.45,1964.57,10.5308658553802,5.1,59.39,0.16,80.3,84.74,2.85,90,63.9,97,35.68,5.96,6.8,7.58
"Cambodia","Asia",68.82,2007,77.77,19.41,629.28,8.84948957844395,0.6,59.35,0.28,57.4,119.6,1.06,82,28.4,79,68.79,0.27,18.79,0.49
"Nepal","Asia",63.72,2003,173.48,14.56,254.55,8.56407105210786,2,26.1,0.09,80.2,94.75,1.49,78,26.6,75,65.02,1.52,0.33,0.38
"Benin","Africa",56.21,2003,67.98,39.3,509.46,7.98889582173821,0.9,43.55,0.35,68.6,98.34,2.21,73,13.4,65,52.19,0.87,3.08,0.95
"Colombia","South America",73.16,2009,40.93,74.75,5148.41,11.9014460215897,11.8,53.13,0.04,90.9,106.8,5.15,92,78.9,89,18.67,16.32,92.05,30
"Paraguay","South America",71.93,2009,15.42,58.26,2599.59,9.29750473726251,6.5,43.43,0.66,88.7,108.83,3.25,85,81.3,91,51.51,6.1,88.52,18.9
"Paraguay","South America",71.67,2007,15.02,57.81,2312.19,9.10397379485264,5.6,44.97,0.61,85.4,123.31,2.46,95,78.6,91,53.06,6.44,76.64,11.21
"Bolivia","South America",65.36,2007,8.72,65.1,1389.63,9.02344075182357,5.2,53.29,0.42,84.6,112.18,3.2,84,44,86,23.2,7.01,33.63,10.5
"Uruguay","South America",76.3,2008,19.15,94,9062.29,9.95552671869216,7.6,9.41,0.54,98.6,106.37,5.06,94,95.1,95,12.23,28.64,104.75,39.3
"Cambodia","Asia",69.54,2008,78.94,19.53,742.94,8.99624080030889,0.3,58.63,0.28,59.7,129.75,1.02,91,30.1,89,61.75,0.31,30.39,0.51
"Cuba","North America",78.53,2009,106.14,76.51,5494.93,10.3042013912188,1.7,27.1,0.31,93.2,100.26,11.25,96,91.2,99,4.22,9.92,5.5,14.33
"Cuba","North America",78.34,2008,106.07,76.41,5385.74,10.303253115719,1.6,26.66,0.31,92.9,96.52,10.29,95,90.7,98,4.63,9.63,2.94,12.94
"Lebanon","Asia",76.52,2004,377.64,86.47,5424.22,9.78477101880596,7.9,13.24,0.04,90.5,103.92,3.21,75,82.2,58,46.94,16.35,22.95,9
"Malaysia","Asia",73.37,2003,75.69,64.78,4431.24,10.8021233491716,3.6,64.44,0.04,95.1,91.57,2.36,96,92.5,93,30.22,18.37,44.69,34.97
"Belize","North America",72.56,2007,13.08,45.77,4324.83,6.73936029571613,8.5,61.66,0.23,93.5,95.15,3.02,96,87.3,96,27.43,11.85,41.34,24.6
"Belize","North America",72.31,2006,12.75,46.04,4187.23,6.7045368964752,9.4,61.88,0.24,92.3,103.88,2.67,98,86.6,99,29.52,12.3,42.3,24
"Mauritius","Africa",72.12,2003,597.72,42.04,4623.35,8.13602939983993,7.7,19.55,0.07,99.4,100.84,2.19,99,91.8,91,38.15,28.92,38.4,12.19
"Bangladesh","Asia",69.08,2009,1151.62,29.71,683.61,11.2485550194666,5,11.1,0.05,82.7,121.62,1.14,97,54.8,93,61.14,0.83,34.35,3.1
"Ghana","Africa",59.64,2007,99.01,48.67,1099.02,9.95014210457514,2.8,40.04,0.19,79.5,100.31,3.73,94,12.6,95,19.5,1.67,33.76,3.85
"Ghana","Africa",59.19,2006,96.47,47.99,929.73,9.73255865228002,3.6,39.91,0.19,78.3,102.73,3.04,84,12.3,85,22.5,1.62,23.73,2.72
"Indonesia","Asia",68.55,2004,123.25,45.15,1150.35,11.9933617963332,9.9,54.19,0.11,80.6,95.69,0.93,71,51.2,76,44.71,4.69,13.71,2.6
"Panama","North America",76.75,2009,47.88,64.83,7283.56,9.50872793562033,6.6,63.43,0.15,92.8,103.57,5.63,85,71.8,96,21.32,14.83,167.78,39.08
"Panama","North America",76.36,2007,46.25,64.25,6142.95,9.44727636871002,6.4,63.88,0.16,92.1,109.59,4.05,85,70.7,95,29.72,14.19,86.24,22.29
"Argentina","South America",74.36,2003,14,89.71,3330.41,11.2818484014063,16.1,11.27,0.75,96.9,91,4.25,96,92.5,97,31.08,22.66,20.65,11.91
"Venezuela, RB","South America",72.89,2003,29.32,88.48,3233.96,10.7322559405357,16.8,54.75,0.1,91.6,94.01,2.23,68,89.8,83,57.29,11.46,27.19,7.5
"Georgia","Asia",72.71,2004,75.55,52.41,1186.87,8.19494727905882,12.6,39.86,0.1,92.3,102.39,1.31,78,93.1,86,77.4,15.13,18.62,3.89
"El Salvador","North America",70.15,2003,284.79,60.56,2549.89,9.50234558616987,6.9,15.36,0.12,84.3,91.53,3.46,94,65.1,90,49.2,12.48,19.07,2.5
"Kyrgyz Republic","Asia",68.45,2008,27.73,35.29,966.39,8.4672547682497,8.2,3.93,0.24,84.6,100.99,3.13,95,92.6,99,42.26,9.51,65.3,15.7
"Bolivia","South America",63.67,2002,7.99,62.79,913.58,8.67175464400767,5.4,54.97,0.38,80.3,88.7,4.1,77,39.5,91,29.32,6.68,11.57,3.12
"Peru","South America",72.72,2006,21.84,75.42,3143.55,10.8839540522608,4.6,58.89,0.14,82.8,107.15,2.4,94,68.5,93,39.61,9.13,32.54,20.7
"Paraguay","South America",71.81,2008,15.22,58.03,3059.99,9.47190277657843,5.6,44.2,0.62,87,128.12,2.46,89,80,91,50.6,5.94,92.86,14.27
"Indonesia","Asia",69.69,2008,129.92,48.33,2167.86,12.6758820996751,8.4,52.88,0.1,83.2,113.81,1.01,77,55.1,76,49.06,12.97,60.01,7.92
"Kyrgyz Republic","Asia",69.1,2009,28.07,35.28,871.22,8.20833106344945,8.4,3.73,0.24,85.3,104,3.79,95,92.7,99,39.18,9.46,85.22,16
"Guatemala","North America",68.65,2002,114.52,45.94,1692.96,9.75784424881197,3.1,38.26,0.12,85.2,91.34,2.26,82,56,92,57.64,7.19,13.4,3.39
"Philippines","Asia",67.22,2003,278.27,47.14,1011.29,11.0411224578146,11.2,23.66,0.06,88,94.06,1.31,84,65.8,87,46.88,4.04,27.25,4.86
"Togo","Africa",54.34,2006,105.39,35.65,384.29,7.58894626829537,7.1,6.73,0.37,57.3,105.3,2.24,84,11.4,78,54.9,1.44,12.45,2
"Algeria","Africa",70.75,2011,15.42,68.21,5447.4,11.0406411569527,10,0.81,0.2,85.3,134.44,3.62,95,86.8,95,28.72,8.1,94.31,14
"Algeria","Africa",69.84,2005,13.97,63.83,3102.04,10.4585544384584,15.3,0.64,0.23,87.7,99.06,2.28,88,85.3,83,28.09,7.57,40.23,5.84
"Uzbekistan","Asia",67.98,2011,68.97,36.17,1544.83,9.93266521419166,10.9,7.67,0.15,87.3,142.6,2.86,99,100,99,46.36,6.85,90.37,30.2
"Angola","Africa",51.06,2011,17.6,40.9,5053.74,10.4683154480948,6.9,46.81,0.21,47.5,190.76,2.16,86,47.6,88,26.21,0.79,59.83,14.78
"Nigeria","Africa",48.66,2005,153.29,39.07,804.01,11.3429169110669,7.6,12.18,0.26,57.8,99.89,1.2,36,32.2,41,67.86,0.88,13.32,3.55
"Benin","Africa",58.94,2011,86.73,42.26,799.04,8.63924443861777,1,40.01,0.26,75.3,130.9,2.78,75,17.8,70,39.13,1.56,79.4,4.15
